name,class,tier,mode,build,video,duration,created_at,updated_at
Sion_Gaming,barbarian,120,softcore,https://d4builds.gg/builds/0a713162-dfd1-4e0e-93ed-3c6ba656fc2d/?var=1,https://www.youtube.com/watch?v=V7URXpRppv8,601,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
ShamanMovies,necromancer,142,softcore,"""""",https://www.youtube.com/watch?v=24BurX_Itmg,833,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
Aquarius,sorcerer,127,softcore,https://www.wowhead.com/diablo-4/de/build/diablo-4-zauberer-blitzspeer-only-mit-tyraels-25784,https://www.youtube.com/watch?v=GXrTpPrmbDA,642,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
Ragnar4150,sorcerer,141,softcore,"""""",https://www.youtube.com/watch?v=ryaNbvs-F1A,585,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
Tipunch,druid,140,softcore,"""""",https://www.youtube.com/watch?v=FnxTgB7CVXk&t=15s,891,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
Kinox,sorcerer,120,softcore,"""""",https://www.youtube.com/watch?v=Tyz2JOIcU1k,270,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
KodiSunshine,rogue,133,softcore,https://mobalytics.gg/diablo-4/builds/rogue/puncture?coreTab=assigned-skills&equipmentTab=aspects-and-uniques&variantTab=2,https://www.youtube.com/watch?v=OGLEaRUepl8,643,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
King Pig,necromancer,149,softcore,https://maxroll.gg/d4/planner/rr2u00bc,https://www.youtube.com/watch?v=SCEynQR6Yv8,791,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
秋葉-Akiha-,necromancer,147,softcore,https://www.d2core.com/d4/planner?bd=1hgs,https://www.bilibili.com/video/BV1hxWKeXE77/,822,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
LetzCuddle,sorcerer,121,softcore,"""""",https://youtu.be/twKu6X0xYNQ?si=7kwdqWtXnfe4z5VU,340,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
Roxy,sorcerer,130,softcore,https://mobalytics.gg/diablo-4/profile/38b701c3-2f34-41b8-b76a-419245ad2031/builds/2da9d6ba-95fc-4e0b-b5dd-3b11a28bfe73?coreTab=assigned-skills&equipmentTab=aspects-and-uniques&variantTab=4,https://www.youtube.com/watch?v=4BctNK0vINk,550,2024-08-17T04:00:00Z,2024-08-17T04:00:00Z
快感の向こう側,rogue,140,softcore,"""""",https://www.youtube.com/watch?v=6b66W_yyeYU,866,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
紫髪のれい,necromancer,110,softcore,"""""",https://www.youtube.com/watch?v=1e50p_HCYyE,438,2024-08-15T04:00:00Z,2024-08-15T04:00:00Z
あらったろう先輩,barbarian,101,softcore,https://maxroll.gg/d4/planner/012lu0xk#3,https://www.youtube.com/watch?v=a5hMXfVrAvc,204,2024-08-14T04:00:00Z,2024-08-14T04:00:00Z
sampy,rogue,132,softcore,https://mobalytics.gg/diablo-4/profile/11489c61-9c3b-4b76-bd4a-84bc9b5be91a/builds/866a86eb-dc57-4b62-a099-84eb1089fd2b?coreTab=assigned-skills&equipmentTab=aspects-and-uniques&variantTab=3,https://www.youtube.com/watch?v=FptJ0aM-a2k,570,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
sampy,rogue,134,softcore,https://mobalytics.gg/diablo-4/profile/11489c61-9c3b-4b76-bd4a-84bc9b5be91a/builds/866a86eb-dc57-4b62-a099-84eb1089fd2b?coreTab=assigned-skills&equipmentTab=aspects-and-uniques&variantTab=3,https://www.youtube.com/watch?v=VRMMgeFs2Jg,837,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
Haki,sorcerer,150,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=QZwn6hXwba0,832,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
Haki,sorcerer,151,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=pd5Hn9nFDEM,677,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
Flavio Neto,barbarian,126,softcore,https://d4builds.gg/builds/55eaf3f9-8e29-45ad-b9ce-a84d95148fc0/?var=0,https://www.youtube.com/watch?v=BCIlfaQMQaY,800,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
MattiasTheGamer,rogue,140,softcore,https://maxroll.gg/d4/planner/1u73e0c9#2,https://www.youtube.com/watch?v=l5Ae7HjWYnc,737,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
Lurkin,sorcerer,137,softcore,https://mobalytics.gg/diablo-4/profile/7a6796d2-fb9a-4afb-961b-fcb4cd9d088c/builds/68fb0879-c615-4fc7-ab1f-12f09e43901c?coreTab=assigned-skills&equipmentTab=aspects-and-uniques&variantTab=4,https://www.youtube.com/watch?v=iMNWIP7tUoo,408,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
sampy,rogue,135,softcore,https://mobalytics.gg/diablo-4/profile/11489c61-9c3b-4b76-bd4a-84bc9b5be91a/builds/866a86eb-dc57-4b62-a099-84eb1089fd2b?coreTab=assigned-skills&equipmentTab=aspects-and-uniques&variantTab=3,https://www.youtube.com/watch?v=3w-YkDDJtyo,624,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
Duncan,barbarian,131,softcore,"""""",https://youtu.be/RPypuORNMC0?si=khVLmy2pyhhx7AN2,719,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
鳳華,sorcerer,154,softcore,https://www.d2core.com/d4/planner?bd=1ixU,https://www.bilibili.com/video/BV1tW42197pn/,863,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
Faifa,barbarian,130,softcore,"""""",https://www.youtube.com/watch?v=otFxcSy_vD8,697,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
FARFAR,druid,140,softcore,"""""",https://www.youtube.com/watch?v=ONAg2meipDM,655,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
Fitz Plays,rogue,130,softcore,"""""",https://www.youtube.com/watch?v=0Ws9Qo793Lw,380,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
Whatever the Meta,necromancer,130,softcore,https://d4builds.gg/builds/14f94ca5-77f7-4592-9909-5cdfc044aa1a/?var=1,https://www.youtube.com/watch?v=wvNwfH1_3JM,852,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
ゴマぽん酢,sorcerer,145,softcore,https://maxroll.gg/d4/planner/z530o0iv,https://www.youtube.com/watch?v=1Be6Zw6JCRg,877,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
AnhLaVN,barbarian,136,softcore,"""""",https://www.youtube.com/watch?v=C_Zt1HyoBWQ,745,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
SKULM,necromancer,144,softcore,https://d4builds.gg/builds/3cf581ba-5a08-4d29-b17a-3154ff23ea14/?var=1,https://www.youtube.com/watch?v=oV89OC-LECg,765,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
Roxy,sorcerer,135,softcore,https://mobalytics.gg/diablo-4/profile/38b701c3-2f34-41b8-b76a-419245ad2031/builds/2da9d6ba-95fc-4e0b-b5dd-3b11a28bfe73,https://www.youtube.com/watch?v=NCGPNtpoBwI&t=3s,877,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
Stoyan Georgiev,rogue,138,softcore,"""""",https://www.youtube.com/watch?v=yC0ifZJH5L8,740,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
枫叶千支,rogue,143,softcore,https://www.d2core.com/d4/planner?bd=1iSP,https://www.bilibili.com/video/BV1kapUeREeG/,759,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
jacky0835,sorcerer,140,softcore,"""""",https://www.bilibili.com/video/BV1tFpSeiEqF/,777,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
AnhLaVN,barbarian,139,softcore,"""""",https://www.youtube.com/watch?v=kx3-fQwDqDk&t=11s,886,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
Beatdropper,barbarian,135,softcore,https://mobalytics.gg/diablo-4/profile/c0b6a1be-3705-4aa2-9164-aa58b7652451/builds/6dd81b65-df3d-4fd5-a3ae-0ec0ecd0cc1e,https://youtu.be/wcG-4nCd3dQ ,867,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
MrZeeQ,sorcerer,135,softcore,"""""",https://youtu.be/7MH_RQrI9qw,716,2024-08-20T04:00:00Z,2024-08-20T04:00:00Z
Tipunch,druid,141,softcore,"""""",https://www.youtube.com/watch?v=JShHKtvd9nI,583,2024-08-20T04:00:00Z,2024-08-20T04:00:00Z
OZR,rogue,145,softcore,"""""",https://www.youtube.com/watch?v=bOANDKLuB6w,763,2024-08-20T04:00:00Z,2024-08-20T04:00:00Z
枫叶千支,rogue,147,softcore,https://www.d2core.com/d4/planner?bd=1iSP,https://www.bilibili.com/video/BV1QXWnehEg1/,899,2024-08-20T04:00:00Z,2024-08-20T04:00:00Z
Bubule AceOfSpades,sorcerer,139,softcore,"""""",https://www.youtube.com/watch?v=lvxa2c9y92I,667,2024-08-18T04:00:00Z,2024-08-18T04:00:00Z
小爸爸五花肉,sorcerer,151,softcore,https://www.d2core.com/d4/planner?bd=1iwV,https://www.bilibili.com/video/BV1XXWpeuEdc/,672,2024-08-20T04:00:00Z,2024-08-20T04:00:00Z
fr0d0b0ls0n,druid,135,softcore,"""""",https://www.youtube.com/watch?v=k9y78BZf8x0,844,2024-08-20T04:00:00Z,2024-08-20T04:00:00Z
Seroc Ifkre,necromancer,147,softcore,"""""",https://www.youtube.com/watch?v=C7YalCEYNhc,862,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
FP,rogue,144,softcore,https://maxroll.gg/d4/planner/5pu70bp8,https://www.youtube.com/watch?v=8Ea4NKV6n1g,895,2024-08-20T04:00:00Z,2024-08-20T04:00:00Z
테이크홉,rogue,141,softcore,https://maxroll.gg/d4/planner/fc61v0iu,https://www.youtube.com/watch?v=U3UvVcvSMtQ,879,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
Doc,rogue,135,hardcore,"""""",https://youtu.be/fyZjbwY2U5E,816,2024-08-20T04:00:00Z,2024-08-20T04:00:00Z
考考你丫,rogue,146,softcore,"""""",https://www.bilibili.com/video/BV1EWpQeZExv/,586,2024-08-19T04:00:00Z,2024-08-19T04:00:00Z
Tipunch,druid,143,softcore,"""""",https://youtu.be/SDvhLwbRv1U,886,2024-08-21T04:00:00Z,2024-08-21T04:00:00Z
ABOMSHARI,barbarian,131,softcore,"""""",https://youtu.be/EZ7KvjhidSA?si=ctTHLwKw5lT5lS4_,845,2024-08-20T04:00:00Z,2024-08-20T04:00:00Z
King Pig,necromancer,152,softcore,https://maxroll.gg/d4/planner/u97vi0bx,https://www.youtube.com/watch?v=RfWFNWz7E7w,818,2024-08-20T04:00:00Z,2024-08-20T04:00:00Z
Nightcrush,sorcerer,149,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41?coreTab=assigned-skills&equipmentTab=aspects-and-uniques&variantTab=0,https://www.youtube.com/watch?v=52F-Z9FxeoQ,858,2024-08-20T04:00:00Z,2024-08-20T04:00:00Z
SKULM,necromancer,145,softcore,https://d4builds.gg/builds/3cf581ba-5a08-4d29-b17a-3154ff23ea14/?var=1,https://www.youtube.com/watch?v=38d3mriZ1T0,889,2024-08-21T04:00:00Z,2024-08-21T04:00:00Z
Mekuna,sorcerer,150,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/f8f2696d-aad9-46ef-a581-f8de6651c52c,https://www.youtube.com/watch?v=16dYo04aklU,802,2024-08-20T04:00:00Z,2024-08-20T04:00:00Z
打灯龙路过,sorcerer,156,softcore,"""""",https://www.bilibili.com/video/BV1ZLWheiEXQ/,827,2024-08-21T04:00:00Z,2024-08-21T04:00:00Z
Pxxya,druid,152,softcore,https://d4builds.gg/builds/95e37781-cae5-48e5-afb0-91a2f7eceae7/?var=0,https://www.bilibili.com/video/BV1atWMeFEts/,746,2024-08-21T04:00:00Z,2024-08-21T04:00:00Z
Doc,necromancer,127,hardcore,"""""",https://youtu.be/ofzGi5p7g7s,412,2024-08-21T04:00:00Z,2024-08-21T04:00:00Z
!ashbringer,sorcerer,142,softcore,"""""",https://www.youtube.com/watch?v=2tGXh3ZKYsg,846,0224-08-20T04:56:02Z,0224-08-20T04:56:02Z
Doc,necromancer,135,hardcore,"""""",https://youtu.be/VlyAnnZPgBM,823,2024-08-21T04:00:00Z,2024-08-21T04:00:00Z
Keeper,rogue,134,softcore,https://maxroll.gg/d4/planner/tg1xc01v#3,https://www.youtube.com/watch?v=yIkNUnkd-Fg,722,2024-08-22T04:00:00Z,2024-08-22T04:00:00Z
Haki,sorcerer,152,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=coP188sHqM4,805,2024-09-21T04:00:00Z,2024-09-21T04:00:00Z
Zaramos666,sorcerer,137,softcore,https://maxroll.gg/d4/planner/m76vt0c2#1,https://youtu.be/trgCgUGPn8E,823,2024-08-22T04:00:00Z,2024-08-22T04:00:00Z
strykN,barbarian,133,softcore,"""""",https://youtu.be/OqwQkPQrNSo,873,2024-08-21T04:00:00Z,2024-08-21T04:00:00Z
King Pig,necromancer,153,softcore,"""""",https://www.youtube.com/watch?v=ZLMJ7g4WW8E&t=13s,851,2024-08-22T04:00:00Z,2024-08-22T04:00:00Z
Bao Cong,druid,136,softcore,"""""",https://www.youtube.com/watch?v=JvmSab1IMDc,641,2024-08-22T04:00:00Z,2024-08-22T04:00:00Z
ナンセンおじ,rogue,130,softcore,"""""",https://www.youtube.com/watch?v=8_NrBFbh_rw,871,2024-08-22T04:00:00Z,2024-08-22T04:00:00Z
でりろり,barbarian,128,softcore,https://d4builds.gg/builds/75f97144-e899-4312-a14a-bb18a9e60cd2/?var=1,https://www.youtube.com/watch?v=01X_E82iF7Q,829,2024-08-21T04:00:00Z,2024-08-21T04:00:00Z
King Pig,necromancer,154,softcore,https://maxroll.gg/d4/planner/kf9x70i3,https://www.youtube.com/watch?v=rZ8dJHQ8Qi4&t=3s,878,2024-08-22T04:00:00Z,2024-08-22T04:00:00Z
AnhLaVN,barbarian,140,softcore,"""""",https://www.youtube.com/watch?v=minAhR7RUVM,801,2024-08-20T04:00:00Z,2024-08-20T04:00:00Z
Hollow,rogue,140,softcore,https://maxroll.gg/d4/planner/8s87v0b1,https://youtu.be/JG50MdRpBIg?si=j_VmmHyivP5_RTxh,820,2024-08-22T04:00:00Z,2024-08-22T04:00:00Z
NinTanDao64,rogue,144,softcore,"""""",https://youtu.be/yyf_dNh062Q?si=ImNbz9j68g43Kqp_,827,2024-08-22T04:00:00Z,2024-08-22T04:00:00Z
Faifa,barbarian,135,softcore,https://d4builds.gg/builds/703ce757-e991-4654-8638-3bca0e37b983/?var=1,https://www.youtube.com/watch?v=4R24TE7szX0,705,2024-08-23T04:00:00Z,2024-08-23T04:00:00Z
Sberla,sorcerer,149,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=9nyObX19yDI,872,2024-08-23T04:00:00Z,2024-08-23T04:00:00Z
Elthario,druid,130,softcore,"""""",https://www.youtube.com/watch?v=ul-r2B61qTM,851,2024-08-23T04:00:00Z,2024-08-23T04:00:00Z
小耕耕是科学怪人,rogue,150,softcore,"""""",https://www.bilibili.com/video/BV1KoWjeVEeu/,719,2024-08-22T04:00:00Z,2024-08-22T04:00:00Z
迷你不贪,druid,152,softcore,"""""",https://www.bilibili.com/video/BV1rpWjevEe8/,884,2024-08-22T04:00:00Z,2024-08-22T04:00:00Z
杜康杜康,necromancer,150,softcore,"""""",https://www.bilibili.com/video/BV11pWXe3E3E/,781,2024-08-23T04:00:00Z,2024-08-23T04:00:00Z
Bubule AceOfSpades,sorcerer,140,softcore,"""""",https://www.youtube.com/watch?v=HcoqC8pDmKo,840,2024-08-23T04:00:00Z,2024-08-23T04:00:00Z
Winzik,necromancer,145,softcore,"""""",https://www.youtube.com/watch?v=JVaE9v4WRew,878,2024-08-23T04:00:00Z,2024-08-23T04:00:00Z
썽아,sorcerer,150,softcore,https://maxroll.gg/d4/planner/505w20bt#4,https://www.youtube.com/watch?v=_DL64DjB3WM,707,2024-08-22T04:00:00Z,2024-08-22T04:00:00Z
FARFAR,druid,143,softcore,"""""",https://www.youtube.com/watch?v=p4vAwZzx33o,855,2024-08-23T04:00:00Z,2024-08-23T04:00:00Z
Blurosity,druid,141,softcore,"""""",https://youtu.be/PyVd8vIhlHY,551,2024-08-22T04:00:00Z,2024-08-22T04:00:00Z
Bubule AceOfSpades,sorcerer,141,softcore,"""""",https://www.youtube.com/watch?v=VfdM99Clfnc,518,2024-08-23T04:00:00Z,2024-08-23T04:00:00Z
Kima,druid,133,softcore,"""""",https://www.youtube.com/watch?v=hp5z1zYxaz4,594,2024-08-23T04:00:00Z,2024-08-23T04:00:00Z
Caim,rogue,136,softcore,"""""",https://youtu.be/dNNmQHH-RSE,582,2024-08-24T04:00:00Z,2024-08-24T04:00:00Z
Virgorie,rogue,147,softcore,"""""",https://youtu.be/edrigYk2e3U,895,2024-08-24T04:00:00Z,2024-08-24T04:00:00Z
FP,rogue,145,softcore,"""""",https://www.youtube.com/watch?v=rzNiP1m3VoE,866,2024-08-23T04:00:00Z,2024-08-23T04:00:00Z
NoGameNoLife,rogue,136,softcore,"""""",https://youtu.be/StZ4WU-Ph4I,746,2024-08-24T04:00:00Z,2024-08-24T04:00:00Z
Sberla,sorcerer,150,softcore,"""""",https://www.youtube.com/watch?v=GhJsB-T1IGA,774,2024-08-24T04:00:00Z,2024-08-24T04:00:00Z
Zaramos666,sorcerer,101,softcore,https://maxroll.gg/d4/planner/m76vt0c2#3,https://youtu.be/alw9vWnJIrs,55,2024-08-24T04:00:00Z,2024-08-24T04:00:00Z
Roxy,sorcerer,140,softcore,https://mobalytics.gg/diablo-4/profile/38b701c3-2f34-41b8-b76a-419245ad2031/builds/b3757651-3c32-4016-b087-177a6a458d91?coreTab=assigned-skills&equipmentTab=aspects-and-uniques&variantTab=2,https://www.youtube.com/watch?v=BCasFaGxO38,732,2024-08-24T04:00:00Z,2024-08-24T04:00:00Z
ShamanMovies,necromancer,143,softcore,"""""",https://www.youtube.com/watch?v=sYgGRMNnCvI,577,2024-08-24T04:00:00Z,2024-08-24T04:00:00Z
kevin estoque,druid,150,softcore,"""""",https://www.youtube.com/watch?v=ugyCDkpp3jI,772,2024-08-23T04:00:00Z,2024-08-23T04:00:00Z
秋葉-Akiha-,necromancer,150,softcore,https://www.d2core.com/d4/planner?bd=1hg,https://www.bilibili.com/video/BV1HFWfeHErm/,636,2024-08-24T04:00:00Z,2024-08-24T04:00:00Z
Nightcrush,sorcerer,152,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41?coreTab=assigned-skills&equipmentTab=aspects-and-uniques&variantTab=0,https://youtu.be/pPZMsyyaVag?si=SIcjEOM61dGj2kc0&t=405,883,2024-08-24T04:00:00Z,2024-08-24T04:00:00Z
FARFAR,druid,144,softcore,"""""",https://www.youtube.com/watch?v=wpG9nSxwciw,701,2024-08-23T04:00:00Z,2024-08-23T04:00:00Z
Keeper,rogue,135,softcore,https://maxroll.gg/d4/planner/tg1xc01v#3,https://www.youtube.com/watch?v=OoTDhKSIk8M,888,2024-08-24T04:00:00Z,2024-08-24T04:00:00Z
Hollow,rogue,142,softcore,https://maxroll.gg/d4/planner/8s87v0b1,https://www.youtube.com/watch?v=at5iUGooVSE,899,2024-08-25T04:00:00Z,2024-08-25T04:00:00Z
Blurosity,druid,144,softcore,https://d4builds.gg/builds/36297aaf-028e-488d-b1ee-58f318fe911d/?var=0,https://youtu.be/oi6_xyEjtdo,724,2024-08-24T04:00:00Z,2024-08-24T04:00:00Z
Doc,rogue,101,hardcore,"""""",https://youtu.be/zFlmBgLdgZc,117,2024-08-24T04:00:00Z,2024-08-24T04:00:00Z
NoGameNoLife,rogue,140,softcore,"""""",https://youtu.be/1d-xl2BrVLA?si=6q7CPLu39yjtWe7Y,556,2024-08-25T04:00:00Z,2024-08-25T04:00:00Z
!ashbringer,sorcerer,145,softcore,"""""",https://www.youtube.com/watch?v=-blZk7jMShU,532,2024-08-25T04:00:00Z,2024-08-25T04:00:00Z
FARFAR,druid,145,softcore,https://maxroll.gg/d4/planner/il870phh#1,https://www.youtube.com/watch?v=yWKWaS-jjwk,777,2024-08-24T04:00:00Z,2024-08-24T04:00:00Z
Doc,rogue,101,hardcore,"""""",https://youtu.be/LviCJzRF8Mw,99,2024-08-25T04:00:00Z,2024-08-25T04:00:00Z
迷你不贪,druid,153,softcore,"""""",https://www.bilibili.com/video/BV1vUWeerEUj/,844,2024-08-24T04:00:00Z,2024-08-24T04:00:00Z
小耕耕是科学怪人,rogue,153,softcore,"""""",https://www.bilibili.com/video/BV1YEWBemEYA/,741,2024-08-24T04:00:00Z,2024-08-24T04:00:00Z
Cranks,rogue,145,softcore,"""""",https://www.youtube.com/watch?v=7J6WJgZSWqU,747,1986-01-10T05:00:00Z,1986-01-10T05:00:00Z
ChrisGrandPa,sorcerer,143,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41,https://www.youtube.com/watch?v=wQM2-ITouHk,899,2024-08-25T04:00:00Z,2024-08-25T04:00:00Z
Zir,rogue,145,softcore,https://maxroll.gg/d4/planner/y21l60pz,https://www.youtube.com/watch?v=Evvsx0EiTfg&t=481s,805,2024-08-25T04:00:00Z,2024-08-25T04:00:00Z
Virgorie,rogue,148,softcore,https://maxroll.gg/d4/planner/yja304gm#4,https://youtu.be/04LjYU1Zak0,860,2024-08-26T04:00:00Z,2024-08-26T04:00:00Z
Blurosity,druid,146,softcore,https://d4builds.gg/builds/36297aaf-028e-488d-b1ee-58f318fe911d/?var=0,https://youtu.be/-QqHeQOnc4k,869,2024-08-25T04:00:00Z,2024-08-25T04:00:00Z
Luna,sorcerer,135,softcore,"""""",https://youtu.be/mDs4zhiALkc,504,2024-08-26T04:00:00Z,2024-08-26T04:00:00Z
PetitBOT,rogue,136,softcore,https://maxroll.gg/d4/planner/nl2b30ms#1,https://www.youtube.com/watch?v=Dl9PQTeyIp0&t=1s&ab_channel=PetitBOT,801,2024-08-25T04:00:00Z,2024-08-25T04:00:00Z
鱼某人不想说话,rogue,139,softcore,"""""",https://www.bilibili.com/video/BV1GBWZeiELx/,808,2024-08-24T04:00:00Z,2024-08-24T04:00:00Z
Zir,rogue,146,softcore,"""""",https://www.youtube.com/watch?v=qe2ZMxITZlw,746,2024-08-26T04:00:00Z,2024-08-26T04:00:00Z
D3M0N,rogue,120,softcore,"""""",https://youtu.be/j48vlTurnII,251,2024-08-26T04:00:00Z,2024-08-26T04:00:00Z
Zir,rogue,147,softcore,"""""",https://www.youtube.com/watch?v=HZ1JItEiO54,887,2024-08-26T04:00:00Z,2024-08-26T04:00:00Z
Caim,rogue,138,softcore,"""""",https://youtu.be/-G3FQzw2Qx0,680,2024-08-27T04:00:00Z,2024-08-27T04:00:00Z
Maxim Kostrov,barbarian,132,softcore,"""""",https://www.youtube.com/watch?v=PdAFSS8p1HY,889,2024-08-27T04:00:00Z,2024-08-27T04:00:00Z
ProPain,sorcerer,147,softcore,"""""",https://www.youtube.com/watch?v=HtRw_I_P_QE,556,2024-08-22T04:00:00Z,2024-08-22T04:00:00Z
Shaman,necromancer,145,softcore,"""""",https://www.youtube.com/watch?v=vtC_8bwSyAg,679,2024-08-26T04:00:00Z,2024-08-26T04:00:00Z
Thesssain,necromancer,150,softcore,https://maxroll.gg/d4/planner/o39ue0i2,https://www.youtube.com/watch?v=PlWRc177Ovk,779,2024-08-26T04:00:00Z,2024-08-26T04:00:00Z
pichapao,rogue,135,softcore,https://maxroll.gg/d4/planner/44ntu0vg#5,https://youtu.be/hYFPWp08uZA,782,2024-08-27T04:00:00Z,2024-08-27T04:00:00Z
pichapao,rogue,101,softcore,https://maxroll.gg/d4/planner/44ntu0vg#5,https://youtu.be/4XTKFXqBY-8,96,2024-08-27T04:00:00Z,2024-08-27T04:00:00Z
Kima,druid,135,softcore,"""""",https://www.youtube.com/watch?v=YJ0HWXS1JE8,720,2024-08-27T04:00:00Z,2024-08-27T04:00:00Z
Cranks,rogue,149,softcore,"""""",https://www.youtube.com/watch?v=T_jrQCvba_4,879,2024-08-27T04:00:00Z,2024-08-27T04:00:00Z
Zir,rogue,148,softcore,"""""",https://www.youtube.com/watch?v=72HJU6qFSS0,694,2024-08-27T04:00:00Z,2024-08-27T04:00:00Z
KAMIL,druid,144,softcore,"""""",https://youtu.be/DBAGnscNeWM,883,2024-08-27T04:00:00Z,2024-08-27T04:00:00Z
Maxim Kostrov,barbarian,133,softcore,https://d4builds.gg/builds/9d8f8130-50c8-4ff2-9d66-948479df1b31/?var=0,https://www.youtube.com/watch?v=ni0n8Qfjt8I,842,2024-08-28T04:00:00Z,2024-08-28T04:00:00Z
Hollow,rogue,145,softcore,https://maxroll.gg/d4/planner/yja304gm#4,https://youtu.be/e_Ut8Ch9TnI,871,2024-08-27T04:00:00Z,2024-08-27T04:00:00Z
杜康杜康,necromancer,155,softcore,"""""",https://www.bilibili.com/video/BV1K1steVE3T/,864,2024-08-27T04:00:00Z,2024-08-27T04:00:00Z
ProPain,sorcerer,150,softcore,https://mobalytics.gg/diablo-4/profile/488e94b2-25a8-4b09-95aa-f74e532482cc/builds/5217ae04-dc1b-4b83-9c85-2a15b335ea41?coreTab=assigned-skills&equipmentTab=gear-stats&variantTab=0,https://www.youtube.com/watch?v=vC2LsPPBUKI,734,2024-08-27T04:00:00Z,2024-08-27T04:00:00Z
Andy,barbarian,140,softcore,https://d4builds.gg/builds/9d721587-8e27-429f-b183-8f9fa92a7e40/?var=5,https://www.youtube.com/watch?v=mu2KQb42ttM,870,2024-08-27T04:00:00Z,2024-08-27T04:00:00Z
FARFAR,druid,146,softcore,"""""",https://www.youtube.com/watch?v=fzV7YFhkimQ,822,2024-08-28T04:00:00Z,2024-08-28T04:00:00Z
Doc,rogue,101,hardcore,"""""",https://youtu.be/mvhKt-_7F2M,64,2024-08-27T04:00:00Z,2024-08-27T04:00:00Z
打灯龙路过,sorcerer,157,softcore,"""""",https://www.bilibili.com/video/BV1Y9sMeKEmQ/,882,2024-08-28T04:00:00Z,2024-08-28T04:00:00Z
Skeltah,sorcerer,153,softcore,"""""",https://www.youtube.com/watch?v=d-NBpJ_MRvY,833,2024-08-28T04:00:00Z,2024-08-28T04:00:00Z
NoGameNoLife,rogue,142,softcore,"""""",https://youtu.be/nHQlmbxfOsI?si=f_mw574JY9Yh8wqg,678,2024-08-28T04:00:00Z,2024-08-28T04:00:00Z
Doc,rogue,137,hardcore,"""""",https://youtu.be/73nccFdPros,749,2024-08-26T04:00:00Z,2024-08-26T04:00:00Z
Cranks,rogue,151,softcore,"""""",https://www.youtube.com/watch?v=WJv4RX3BnmU,887,2024-08-28T04:00:00Z,2024-08-28T04:00:00Z
